file,reviewer,round,stem,verdict_class,mixed,debt_ids,first_commit_date,ref,verdict_text
rebuild/lanes/astra/reviews/GSS-G5-REPAIR-REVIEW-L2.md,Astra,2,GSS-G5-REPAIR-REVIEW,ACCEPT,0,0,2026-09-21T23:39:28-04:00,origin/rebuild/t2-client-core,ACCEPT for the bounded G5 repair; no package or final Claude acceptance.
rebuild/lanes/astra/reviews/GSS-G6-G8-REVIEW-L1.md,Astra,1,GSS-G6-G8-REVIEW,UNKNOWN,0,0,2026-09-21T23:52:09-04:00,origin/rebuild/t2-client-core,G6 VALID PRODUCT RED; G7 PARTIAL PROOF; G8 bounded ACCEPT.
rebuild/lanes/astra/reviews/GSS-G6-REPAIR-G7-REVIEW-L2.md,Astra,2,GSS-G6-REPAIR-G7-REVIEW,ACCEPT,0,0,2026-09-22T00:01:02-04:00,origin/rebuild/t2-client-core,"ACCEPT bounded repair/proof; no package, seal or final data-path acceptance."
rebuild/lanes/astra/reviews/GSS-NEUTRAL-REPAINT-REVIEW-L1.md,Astra,1,GSS-NEUTRAL-REPAINT-REVIEW,ACCEPT,0,1,2026-09-22T14:32:11-04:00,origin/rebuild/t2-client-core,ACCEPT bounded D-GSS-NEUTRAL-REPAINT repair; final data-path Claude review remains owed.
rebuild/lanes/astra/reviews/GYM-SETTINGS-ANNEX-G3-REVIEW-L1.md,Astra,1,GYM-SETTINGS-ANNEX-G3-REVIEW,REJECT,0,0,2026-09-21T22:46:23-04:00,origin/rebuild/t2-client-core,"REJECT, two measured ownership defects; no source repair performed."
rebuild/lanes/astra/reviews/GYM-SETTINGS-ANNEX-G3-REVIEW-L2.md,Astra,2,GYM-SETTINGS-ANNEX-G3-REVIEW,ACCEPT,0,0,2026-09-21T22:56:02-04:00,origin/rebuild/t2-client-core,ACCEPT the bounded G3 successor; both measured L1 ownership defects are closed.
rebuild/lanes/astra/reviews/GYM-SETTINGS-ANNEX-REPAIR-REVIEW-L1.md,Astra,1,GYM-SETTINGS-ANNEX-REPAIR-REVIEW,REJECT,0,0,2026-09-21T22:12:01-04:00,origin/rebuild/t2-client-core,REJECT two measured contract defects; no package acceptance.
rebuild/lanes/astra/reviews/GYM-SETTINGS-ANNEX-REPAIR-REVIEW-L2.md,Astra,2,GYM-SETTINGS-ANNEX-REPAIR-REVIEW,ACCEPT,0,0,2026-09-21T22:31:45-04:00,origin/rebuild/t2-client-core,ACCEPT this bounded G1/ABA/G2 repair and the two L1 corrections.
rebuild/lanes/astra/reviews/GYM-SETTINGS-WRITER-SEAL-REVIEW-L3.md,Astra,3,GYM-SETTINGS-WRITER-SEAL-REVIEW,ACCEPT,0,0,2026-09-21T19:21:23-04:00,origin/rebuild/t2-client-core,PASS scoped implementation review; L1/L2 closed. Package UNACCEPTED.
rebuild/lanes/astra/reviews/IMPROVE-BLUEPRINT-REVIEW-L1.md,Astra,1,IMPROVE-BLUEPRINT-REVIEW,UNKNOWN,0,0,2026-09-25T17:14:28-04:00,origin/rebuild/improve,ADOPT SMALLER
rebuild/improve/reviews/REVIEW-IMPROVE-BLUEPRINT-FABLE-l1.md,Fable,1,REVIEW-IMPROVE-BLUEPRINT-FABLE,UNKNOWN,0,0,2026-09-25T17:14:28-04:00,origin/rebuild/improve,"ADOPT SMALLER. Keep the measuring half (metrics rows derived mechanically from verdict files, a 6-line after-action note, a versioned rules file). Drop for now "
rebuild/lanes/fable/reviews/REVIEW-S9-BLOM-2B-l1.md,Fable,1,REVIEW-S9-BLOM-2B,,,,2026-09-24T08:25:15-04:00,origin/rebuild/t2-client-core,
rebuild/lanes/fable/reviews/REVIEW-S9-EXPORTER-CONTAINMENT-FINAL-l1.md,Fable,1,REVIEW-S9-EXPORTER-CONTAINMENT-FINAL,ACCEPT WITH NAMED DEBTS,0,0,2026-09-24T10:22:06-04:00,origin/rebuild/t2-client-core,ACCEPT WITH NAMED DEBTS
rebuild/lanes/fable/reviews/REVIEW-S9-FENCE-KEYS-l1.md,Fable,1,REVIEW-S9-FENCE-KEYS,ACCEPT WITH NAMED DEBTS,0,0,2026-09-24T08:50:44-04:00,origin/rebuild/t2-client-core,ACCEPT WITH NAMED DEBTS
rebuild/lanes/fable/reviews/REVIEW-S9-SEAL-l1.md,Fable,1,REVIEW-S9-SEAL,ACCEPT WITH NAMED DEBTS,0,4,2026-09-24T23:35:56-04:00,origin/rebuild/t2-client-core,ACCEPT WITH NAMED DEBTS (D-S9SEAL-1..4)
rebuild/lanes/fable/reviews/REVIEW-S9-SOURCEBASE-l1.md,Fable,1,REVIEW-S9-SOURCEBASE,ACCEPT WITH NAMED DEBTS,0,0,2026-09-24T14:54:23-04:00,origin/rebuild/t2-client-core,ACCEPT WITH NAMED DEBTS
rebuild/lanes/fable/reviews/REVIEW-S9-VERDICT-l1.md,Fable,1,REVIEW-S9-VERDICT,ACCEPT WITH NAMED DEBTS,0,0,2026-09-24T23:35:56-04:00,origin/rebuild/t2-client-core,ACCEPT WITH NAMED DEBTS (E1-E4 required edits before commit; D1-D3 carried)
rebuild/lanes/astra/reviews/S10-WORKING-BRIEF-REVIEW-L1.md,Astra,1,S10-WORKING-BRIEF-REVIEW,ACCEPT,0,0,2026-09-21T19:09:35-04:00,origin/rebuild/t2-client-core,"ACCEPT corrected working paper only; no S10 build, package, final design or seal acceptance."
rebuild/lanes/astra/reviews/S3-CORE-R2-REVIEW.md,Astra,,S3-CORE-R2-REVIEW,,,,2026-09-13T07:59:38-04:00,origin/rebuild/t2-client-core,
rebuild/lanes/astra/reviews/S9-ARTIFACT-NEEDLE-SEQUENCING-L1.md,Astra,1,S9-ARTIFACT-NEEDLE-SEQUENCING,UNKNOWN,0,0,2026-09-22T16:51:09-04:00,origin/rebuild/t2-client-core,"an actual-red '# tests N' may be a PROPOSED expected marker, never passing evidence."
rebuild/lanes/astra/reviews/S9-COMPOSITION-REVIEW-L1.md,Astra,1,S9-COMPOSITION-REVIEW,ACCEPT,0,0,2026-09-21T23:15:54-04:00,origin/rebuild/t2-client-core,ACCEPT for static source composition at the named candidate only.
rebuild/lanes/astra/reviews/S9-DIRECTORY-CHECKER-REVIEW-L2.md,Astra,2,S9-DIRECTORY-CHECKER-REVIEW,ACCEPT,0,0,2026-09-22T15:54:25-04:00,origin/rebuild/t2-client-core,ACCEPT for the existing authorized Windows-local PM read-only check only.
rebuild/lanes/astra/reviews/S9-DIRECTORY-CHECKER-REVIEW-L3.md,Astra,3,S9-DIRECTORY-CHECKER-REVIEW,ACCEPT,0,0,2026-09-22T15:58:18-04:00,origin/rebuild/t2-client-core,ACCEPT for the existing authorized Windows-local PM read-only check.
rebuild/lanes/astra/reviews/S9-DRAFT-CHECKER-CUSTODY-L1.md,Astra,1,S9-DRAFT-CHECKER-CUSTODY,ACCEPT,0,0,2026-09-22T15:46:26-04:00,origin/rebuild/t2-client-core,ACCEPT bounded PM invocation under existing permission 766.
rebuild/lanes/astra/reviews/S9-DRAFT-CLOSURE-ROUTE.md,Astra,,S9-DRAFT-CLOSURE-ROUTE,,,,2026-09-22T15:36:41-04:00,origin/rebuild/t2-client-core,
rebuild/lanes/astra/reviews/S9-ENGINE-DIFFERENTIAL-EXECUTION-REVIEW-L1.md,Astra,1,S9-ENGINE-DIFFERENTIAL-EXECUTION-REVIEW,ACCEPT,0,0,2026-09-22T16:29:50-04:00,origin/rebuild/t2-client-core,ACCEPT the exact direct read/hash child at the bound Windows-local head under permission 766.
rebuild/lanes/astra/reviews/S9-EXPORTER-MECHANICS-L1.md,Astra,1,S9-EXPORTER-MECHANICS,NOT READY,0,0,2026-09-22T00:09:10-04:00,origin/rebuild/t2-client-core,"NEEDS CORRECTION; static mechanics only, no execution/containment approval."
rebuild/lanes/astra/reviews/S9-EXPORTER-MECHANICS-L2.md,Astra,2,S9-EXPORTER-MECHANICS,ACCEPT,0,0,2026-09-22T00:09:10-04:00,origin/rebuild/t2-client-core,ACCEPT corrected mechanics only; execution and final-input containment remain HELD.
rebuild/lanes/astra/reviews/S9-F2-LAND-EXECUTION-READINESS-REVIEW-L1.md,Astra,1,S9-F2-LAND-EXECUTION-READINESS-REVIEW,ACCEPT,0,0,2026-09-22T16:40:13-04:00,origin/rebuild/t2-client-core,ACCEPT exact seven-file public copy route for PM's bounded command.
rebuild/lanes/astra/reviews/S9-F2-LAND-RESULT-REVIEW-L2.md,Astra,2,S9-F2-LAND-RESULT-REVIEW,ACCEPT,0,0,2026-09-22T16:40:13-04:00,origin/rebuild/t2-client-core,ACCEPT observed local result and only f2-land needle '# pass 81'.
rebuild/lanes/astra/reviews/S9-FENCE-EXECUTION-READINESS-REVIEW-L1.md,Astra,1,S9-FENCE-EXECUTION-READINESS-REVIEW,ACCEPT,0,0,2026-09-22T16:57:59-04:00,origin/rebuild/t2-client-core,ACCEPT exact full child for bounded local execution; no runtime used by reviewer.
rebuild/lanes/astra/reviews/S9-FENCE-JOB-MATRIX-FIX-REVIEW-L3.md,Astra,3,S9-FENCE-JOB-MATRIX-FIX-REVIEW,ACCEPT,0,0,2026-09-22T17:10:00-04:00,origin/rebuild/t2-client-core,ACCEPT bounded R3 candidate eebe74fa68c814ae383eff2b332459b6bc22c53b for PM disposition.
rebuild/lanes/astra/reviews/S9-FINAL-LITERAL-PROCEDURE-REVIEW-L1.md,Astra,1,S9-FINAL-LITERAL-PROCEDURE-REVIEW,ACCEPT,0,0,2026-09-22T16:12:14-04:00,origin/rebuild/t2-client-core,ACCEPT the bounded public PRE measurement and two-cell verification route.
rebuild/lanes/astra/reviews/S9-FINAL-LITERAL-READINESS-REVIEW-L2.md,Astra,2,S9-FINAL-LITERAL-READINESS-REVIEW,ACCEPT,0,0,2026-09-22T16:12:14-04:00,origin/rebuild/t2-client-core,ACCEPT bounded FINAL helpers and the previously reviewed full two-cell command.
rebuild/lanes/astra/reviews/S9-FINAL-LITERAL-RESULT-REVIEW-L3.md,Astra,3,S9-FINAL-LITERAL-RESULT-REVIEW,ACCEPT,0,0,2026-09-22T16:12:14-04:00,origin/rebuild/t2-client-core,ACCEPT the measured Windows-local literal insertion and two-cell result.
rebuild/lanes/astra/reviews/S9-FONT-HOME-REVIEW-L1.md,Astra,1,S9-FONT-HOME-REVIEW,ACCEPT,0,0,2026-09-21T23:30:24-04:00,origin/rebuild/t2-client-core,ACCEPT for the bounded execution-home change and its two exact-head font jobs.
rebuild/lanes/astra/reviews/S9-GUARD-COMMENT-CUT-REVIEW-L1.md,Astra,1,S9-GUARD-COMMENT-CUT-REVIEW,ACCEPT,0,1,2026-09-22T14:22:59-04:00,origin/rebuild/t2-client-core,ACCEPT D-S9G-COMMENT-CUT only; final Claude S9 read and integration remain owed.
rebuild/lanes/astra/reviews/S9-GUARD-QUOTED-KEY-REVIEW-L2.md,Astra,2,S9-GUARD-QUOTED-KEY-REVIEW,ACCEPT,0,0,2026-09-21T23:05:10-04:00,origin/rebuild/t2-client-core,ACCEPT for this bounded correction; no package acceptance granted.
rebuild/lanes/astra/reviews/S9-HOSTED-TWO-NEEDLE-REVIEW-L1.md,Astra,1,S9-HOSTED-TWO-NEEDLE-REVIEW,ACCEPT,0,0,2026-09-22T17:16:14-04:00,origin/rebuild/t2-client-core,ACCEPT only the two PROPOSED expected-needle substitutions below.
rebuild/lanes/astra/reviews/S9-MEASURE-AND-SOURCE-RESULT-REVIEW-L2.md,Astra,2,S9-MEASURE-AND-SOURCE-RESULT-REVIEW,ACCEPT,0,0,2026-09-22T16:29:50-04:00,origin/rebuild/t2-client-core,ACCEPT the bounded observed results and only measure-hermetic needle '# pass 11'.
rebuild/lanes/astra/reviews/S9-MEASURE-HERMETIC-EXECUTION-REVIEW-L1.md,Astra,1,S9-MEASURE-HERMETIC-EXECUTION-REVIEW,ACCEPT,0,0,2026-09-22T16:29:50-04:00,origin/rebuild/t2-client-core,ACCEPT the exact public-only no-Git copy route after the PM runtime slot is released.
rebuild/lanes/astra/reviews/S9-PASSPHRASE-STATIC-BOUNDARY-REVIEW-L1.md,Astra,1,S9-PASSPHRASE-STATIC-BOUNDARY-REVIEW,ACCEPT,0,0,2026-09-22T16:40:13-04:00,origin/rebuild/t2-client-core,ACCEPT the current runtime STOP; permission proposal is not execution readiness.
rebuild/lanes/astra/reviews/S9-PIN-CITATION-FILL-REVIEW-L1.md,Astra,1,S9-PIN-CITATION-FILL-REVIEW,ACCEPT,0,0,2026-09-22T16:12:14-04:00,origin/rebuild/t2-client-core,ACCEPT metadata-only substitution into the still-PROPOSED S9 draft.
rebuild/lanes/astra/reviews/S9-POSTHASH-METADATA-REVIEW-L1.md,Astra,1,S9-POSTHASH-METADATA-REVIEW,ACCEPT,0,0,2026-09-22T16:29:50-04:00,origin/rebuild/t2-client-core,ACCEPT the two post replacements and separately the exact authorizations object below.
rebuild/lanes/astra/reviews/S9-PROPOSED-SPEC-STAGING-REVIEW-L2.md,Astra,2,S9-PROPOSED-SPEC-STAGING-REVIEW,ACCEPT,0,0,2026-09-22T15:43:47-04:00,origin/rebuild/t2-client-core,ACCEPT for local immutable PROPOSED staging and reviewed static source closure only.
rebuild/lanes/astra/reviews/S9-PUBLIC-WAVE-FIVE-FIELD-REVIEW-L1.md,Astra,1,S9-PUBLIC-WAVE-FIVE-FIELD-REVIEW,ACCEPT,0,0,2026-09-22T17:10:00-04:00,origin/rebuild/t2-client-core,ACCEPT exact candidate db8f8a0d2175332367ed60bb1482b99b07499c74 for PM integration.
rebuild/lanes/astra/reviews/S9-REFERENCE-AND-THREE-NEEDLES-REVIEW-L1.md,Astra,1,S9-REFERENCE-AND-THREE-NEEDLES-REVIEW,ACCEPT,0,0,2026-09-22T16:29:50-04:00,origin/rebuild/t2-client-core,ACCEPT the bounded reference command/result and the three explicit PROPOSED needle fills below.
rebuild/lanes/astra/reviews/S9-REFERENCE-CLOSURE-REVIEW-L1.md,Astra,1,S9-REFERENCE-CLOSURE-REVIEW,ACCEPT,0,0,2026-09-21T22:37:31-04:00,origin/rebuild/t2-client-core,ACCEPT the scoped reference cell; integration and final Claude review remain owed.
rebuild/lanes/astra/reviews/S9-REFERENCE-HOME-REVIEW-L1.md,Astra,1,S9-REFERENCE-HOME-REVIEW,ACCEPT,0,0,2026-09-21T23:55:20-04:00,origin/rebuild/t2-client-core,ACCEPT this bounded workflow wiring; both actual reference steps succeeded.
rebuild/lanes/astra/reviews/S9-RELEASE-OBJECT-RED-READINESS-L1.md,Astra,1,S9-RELEASE-OBJECT-RED-READINESS,ACCEPT,0,0,2026-09-22T16:51:09-04:00,origin/rebuild/t2-client-core,ACCEPT exact four-file public copy route for one full expected-red measurement.
rebuild/lanes/astra/reviews/S9-RELEASE-OBJECT-RED-RESULT-REVIEW-L2.md,Astra,2,S9-RELEASE-OBJECT-RED-RESULT-REVIEW,ACCEPT,0,0,2026-09-22T16:51:09-04:00,origin/rebuild/t2-client-core,"ACCEPT only PROPOSED expected registration needle ""# tests 14""."
rebuild/lanes/astra/reviews/S9-REMAINING-19-MATRIX-REVIEW-L2.md,Astra,2,S9-REMAINING-19-MATRIX-REVIEW,ACCEPT,0,0,2026-09-22T17:10:00-04:00,origin/rebuild/t2-client-core,ACCEPT corrected classification and bounded execution readiness for three groups only.
rebuild/lanes/astra/reviews/S9-REMAINING-SAFE-ROUTE.md,Astra,,S9-REMAINING-SAFE-ROUTE,,,,2026-09-21T23:45:32-04:00,origin/rebuild/t2-client-core,
rebuild/lanes/astra/reviews/S9-RUNTIME-PACKET-REVIEW-L1.md,Astra,1,S9-RUNTIME-PACKET-REVIEW,ACCEPT,1,0,2026-09-22T16:29:50-04:00,origin/rebuild/t2-client-core,ACCEPT argv inventory/planning only; NOT READY as a remaining-30 execution grant or owner question.
rebuild/lanes/astra/reviews/S9-SOURCE-CHECKER-REVIEW-L1.md,Astra,1,S9-SOURCE-CHECKER-REVIEW,NOT READY,0,0,2026-09-21T23:59:26-04:00,origin/rebuild/t2-client-core,NEEDS CORRECTION; not ready for a protected-source permission request or execution.
rebuild/lanes/astra/reviews/S9-SOURCE-CHECKER-REVIEW-L2.md,Astra,2,S9-SOURCE-CHECKER-REVIEW,UNKNOWN,0,0,2026-09-22T00:13:09-04:00,origin/rebuild/t2-client-core,one small normalization correction remains; no execution or permission granted.
rebuild/lanes/astra/reviews/S9-SOURCE-CHECKER-REVIEW-L3.md,Astra,3,S9-SOURCE-CHECKER-REVIEW,ACCEPT,0,0,2026-09-22T00:13:09-04:00,origin/rebuild/t2-client-core,ACCEPT bounded static preparation for a staged owner permission request only.
rebuild/lanes/astra/reviews/S9-THREE-NEEDLES-CHECKER-CUSTODY-L1.md,Astra,1,S9-THREE-NEEDLES-CHECKER-CUSTODY,ACCEPT,0,0,2026-09-22T16:29:50-04:00,origin/rebuild/t2-client-core,ACCEPT the exact bounded source-checker invocation under existing permission766.
rebuild/lanes/astra/reviews/S9-TODAY-CARRY-EXECUTION-READINESS-L1.md,Astra,1,S9-TODAY-CARRY-EXECUTION-READINESS,ACCEPT,0,0,2026-09-22T16:51:09-04:00,origin/rebuild/t2-client-core,ACCEPT exact 31-file copy route under retained five-file read-only authority 766.
rebuild/lanes/astra/reviews/S9-TODAY-CARRY-RESULT-REVIEW-L2.md,Astra,2,S9-TODAY-CARRY-RESULT-REVIEW,ACCEPT,0,0,2026-09-22T16:51:09-04:00,origin/rebuild/t2-client-core,"ACCEPT only the PROPOSED today-carry needle ""# pass 9""."
